date,category,vaccination,units
20-02-2021,18+ Age 1st Dose,10838323,vaccination in absolute number
20-02-2021,18+ Age 24hr Vaccination,186081,vaccination in absolute number
19-02-2021,18+ Age 1st Dose,10449942,vaccination in absolute number
19-02-2021,18+ Age 24hr Vaccination,261935,vaccination in absolute number
18-02-2021,18+ Age 1st Dose,9846523,vaccination in absolute number
18-02-2021,18+ Age 24hr Vaccination,317190,vaccination in absolute number
17-02-2021,18+ Age 1st Dose,9186757,vaccination in absolute number
17-02-2021,18+ Age 24hr Vaccination,187527,vaccination in absolute number
16-02-2021,18+ Age 1st Dose,8857341,vaccination in absolute number
16-02-2021,18+ Age 24hr Vaccination,78643,vaccination in absolute number
15-02-2021,18+ Age 1st Dose,8516771,vaccination in absolute number
15-02-2021,18+ Age 24hr Vaccination,231476,vaccination in absolute number
14-02-2021,18+ Age 1st Dose,8263858,vaccination in absolute number
14-02-2021,18+ Age 24hr Vaccination,296211,vaccination in absolute number
13-02-2021,18+ Age 1st Dose,8052454,vaccination in absolute number
13-02-2021,18+ Age 24hr Vaccination,84807,vaccination in absolute number
12-02-2021,18+ Age 1st Dose,7766319,vaccination in absolute number
12-02-2021,18+ Age 24hr Vaccination,261309,vaccination in absolute number
11-02-2021,18+ Age 1st Dose,7430866,vaccination in absolute number
11-02-2021,18+ Age 24hr Vaccination,413752,vaccination in absolute number
10-02-2021,18+ Age 1st Dose,6826898,vaccination in absolute number
10-02-2021,18+ Age 24hr Vaccination,215133,vaccination in absolute number
09-02-2021,18+ Age 1st Dose,6528210,vaccination in absolute number
09-02-2021,18+ Age 24hr Vaccination,269202,vaccination in absolute number
08-02-2021,18+ Age 1st Dose,6035660,vaccination in absolute number
08-02-2021,18+ Age 24hr Vaccination,223298,vaccination in absolute number
07-02-2021,18+ Age 1st Dose,5803617,vaccination in absolute number
07-02-2021,18+ Age 24hr Vaccination,28059,vaccination in absolute number
06-02-2021,18+ Age 1st Dose,5636868,vaccination in absolute number
06-02-2021,18+ Age 24hr Vaccination,220019,vaccination in absolute number
05-02-2021,18+ Age 1st Dose,5290474,vaccination in absolute number
05-02-2021,18+ Age 24hr Vaccination,331029,vaccination in absolute number
04-02-2021,18+ Age 1st Dose,4449552,vaccination in absolute number
04-02-2021,18+ Age 24hr Vaccination,310604,vaccination in absolute number
03-02-2021,18+ Age 1st Dose,4138918,vaccination in absolute number
03-02-2021,18+ Age 24hr Vaccination,188762,vaccination in absolute number
02-02-2021,18+ Age 1st Dose,4120741,vaccination in absolute number
02-02-2021,18+ Age 24hr Vaccination,170585,vaccination in absolute number
01-02-2021,18+ Age 1st Dose,3758843,vaccination in absolute number
01-02-2021,18+ Age 24hr Vaccination,14509,vaccination in absolute number
31-01-2021,18+ Age 1st Dose,3744334,vaccination in absolute number
31-01-2021,18+ Age 24hr Vaccination,244307,vaccination in absolute number
30-01-2021,18+ Age 1st Dose,3706157,vaccination in absolute number
30-01-2021,18+ Age 24hr Vaccination,206130,vaccination in absolute number
29-01-2021,18+ Age 1st Dose,3368734,vaccination in absolute number
29-01-2021,18+ Age 24hr Vaccination,440681,vaccination in absolute number
28-01-2021,18+ Age 1st Dose,2928053,vaccination in absolute number
28-01-2021,18+ Age 24hr Vaccination,572060,vaccination in absolute number
27-01-2021,18+ Age 1st Dose,2328779,vaccination in absolute number
27-01-2021,18+ Age 24hr Vaccination,299299,vaccination in absolute number
26-01-2021,18+ Age 1st Dose,2029424,vaccination in absolute number
26-01-2021,18+ Age 24hr Vaccination,5615,vaccination in absolute number
25-01-2021,18+ Age 1st Dose,1950183,vaccination in absolute number
25-01-2021,18+ Age 24hr Vaccination,334679,vaccination in absolute number
24-01-2021,18+ Age 1st Dose,1613667,vaccination in absolute number
24-01-2021,18+ Age 24hr Vaccination,31466,vaccination in absolute number
23-01-2021,18+ Age 1st Dose,1537190,vaccination in absolute number
23-01-2021,18+ Age 24hr Vaccination,146598,vaccination in absolute number
22-01-2021,18+ Age 1st Dose,1272097,vaccination in absolute number
22-01-2021,18+ Age 24hr Vaccination,228563,vaccination in absolute number
21-01-2021,18+ Age 1st Dose,999065,vaccination in absolute number
21-01-2021,18+ Age 24hr Vaccination,192581,vaccination in absolute number
20-01-2021,18+ Age 1st Dose,786842,vaccination in absolute number
20-01-2021,18+ Age 24hr Vaccination,112007,vaccination in absolute number
19-01-2021,18+ Age 1st Dose,631417,vaccination in absolute number
19-01-2021,18+ Age 24hr Vaccination,177368,vaccination in absolute number
18-01-2021,18+ Age 1st Dose,381305,vaccination in absolute number
18-01-2021,18+ Age 24hr Vaccination,148266,vaccination in absolute number
17-01-2021,18+ Age 1st Dose,224301,vaccination in absolute number
17-01-2021,18+ Age 24hr Vaccination,17072,vaccination in absolute number
16-01-2021,18+ Age 1st Dose,191181,vaccination in absolute number
16-01-2021,18+ Age 24hr Vaccination,191181,vaccination in absolute number
